Subscribe date,Stagename,Project type,Property kind,Source of lead,Amount,Lost reason,Lost date,Won,Cout du lead
2019-03-09,Perdu,primary_residence,old,partner4,81,Perdu contre autre courtier,2019-03-18,,26
2019-03-13,Perdu,primary_residence,old,partner4,64,Ne souhaite pas faire ce dossier,2019-04-16,,34
2019-03-05,Perdu,primary_residence,old,partner4,96,Perdu contre autre banque,2019-04-05,,30
2019-03-12,Perdu,primary_residence,old,partner4,167,Dossier non finançable,2019-03-14,,29
2019-03-12,Perdu,primary_residence,old,partner4,57,Projet arrêté,2019-04-02,,28
2019-03-05,Perdu,primary_residence,old,partner4,133,Dossier non finançable,2019-05-24,,31
2019-03-19,Perdu,primary_residence,old,partner4,120,Perdu contre autre banque,2019-04-19,,30
2019-03-09,Perdu,primary_residence,new,partner4,208,N'a jamais répondu (+5 appels),2019-03-28,,34
2019-03-13,Perdu,primary_residence,old,partner4,216,Perdu contre autre banque,2019-04-01,,31
2019-03-14,Perdu,primary_residence,old,partner4,190,N'a jamais répondu (+5 appels),2019-03-28,,35
2019-03-09,Perdu,rental_investment,old,partner4,218,Dossier non finançable,2019-03-13,,29
2019-03-04,Perdu,primary_residence,old,partner4,193,Ne souhaite pas faire ce dossier,2019-03-05,,29
2019-03-28,Perdu,rental_investment,old,partner4,141,Perdu contre autre courtier,2019-04-09,,34
2019-03-11,Perdu,primary_residence,old,partner4,150,Perdu contre autre banque,2019-04-05,,29
2019-03-27,Perdu,primary_residence,old,partner4,69,Perdu contre autre banque,2019-04-24,,32
2019-03-13,Perdu,primary_residence,old,partner4,149,Perdu contre autre banque,2019-03-25,,27
2019-03-07,Perdu,primary_residence,old,partner4,177,A répondu mais ne répond plus (+5 appels),2019-03-22,,35
2019-03-12,Perdu,primary_residence,old,partner4,210,Ne souhaite pas faire ce dossier,2019-03-14,,25
2019-03-09,Perdu,primary_residence,old,partner4,153,Perdu contre autre courtier,2019-04-10,,28
2019-03-01,Perdu,rental_investment,old,partner4,128,N'a jamais répondu (+5 appels),2019-04-03,,33
2019-03-05,Perdu,primary_residence,old,partner4,155,Test,2019-03-27,,35
2019-03-26,Perdu,primary_residence,old,partner4,123,Projet arrêté,,,27
2019-03-06,Perdu,rental_investment,old,partner4,180,Projet arrêté,2019-05-14,,26
2019-03-07,Perdu,primary_residence,old,partner4,154,N'a jamais répondu (+5 appels),2019-04-29,,35
2019-03-05,Perdu,primary_residence,old,partner4,230,Perdu contre autre banque,2019-03-07,,30
2019-03-08,Perdu,primary_residence,old,partner4,142,N'a jamais répondu (+5 appels),2019-03-20,,29
2019-03-19,Gagné,primary_residence,old,partner4,176,,,1,30
2019-03-07,Perdu,primary_residence,land_construction,partner4,208,N'a jamais répondu (+5 appels),2019-03-15,,29
2019-03-11,Perdu,primary_residence,new,partner4,219,N'a jamais répondu (+5 appels),2019-05-29,,26
2019-03-09,Perdu,primary_residence,old,partner4,240,N'a jamais répondu (+5 appels),2019-03-25,,30
2019-03-02,Gagné,primary_residence,old,partner4,192,,,1,28
2019-03-03,Gagné,rental_investment,old,partner4,226,,,1,30
2019-03-05,Perdu,primary_residence,old,partner4,52,Dossier non finançable,2019-03-06,,25
2019-03-02,Perdu,primary_residence,new,partner4,207,Projet en recherche / Projet lointain,2019-04-15,,34
2019-03-22,Perdu,primary_residence,old,partner4,220,A répondu mais ne répond plus (+5 appels),,,35
2019-03-18,Perdu,primary_residence,old,partner4,55,Projet en recherche / Projet lointain,2019-05-06,,34
2019-03-13,Perdu,rental_investment,old,partner4,153,Ne souhaite pas faire ce dossier,2019-03-15,,29
2019-03-08,Perdu,rental_investment,old,partner4,209,Perdu contre autre courtier,2019-03-11,,32
2019-03-23,Perdu,primary_residence,old,partner4,155,A répondu mais ne répond plus (+5 appels),2019-07-22,,34
2019-03-03,Perdu,primary_residence,old,partner4,233,Perdu contre autre banque,2019-03-05,,25
2019-03-25,Perdu,primary_residence,land_construction,partner4,154,Perdu contre autre courtier,2019-04-02,,32
2019-03-20,Gagné,primary_residence,land_construction,partner4,88,,,1,32
2019-03-09,Gagné,primary_residence,old,partner4,110,,,1,25
2019-03-09,Gagné,rental_investment,VEFA,partner4,184,,,1,33
2019-03-29,Perdu,rental_investment,VEFA,partner4,117,N'a jamais répondu (+5 appels),2019-04-23,,35
2019-03-04,Gagné,primary_residence,old,partner4,131,,,1,28
2019-03-07,Perdu,primary_residence,old,partner4,124,N'a jamais répondu (+5 appels),2019-03-28,,34
2019-03-16,Gagné,rental_investment,old,partner4,148,,,1,27
2019-03-02,Perdu,primary_residence,old,partner4,234,A répondu mais ne répond plus (+5 appels),2019-07-05,,35
2019-03-14,Gagné,primary_residence,old,partner4,209,,,1,31
2019-02-28,Gagné,primary_residence,old,partner4,202,,,1,27
2019-03-04,Perdu,primary_residence,old,partner4,181,,2019-03-05,,29
2019-03-23,Gagné,primary_residence,old,partner4,182,,,1,29
2019-01-10,Perdu,primary_residence,,partner5,230,N'a jamais répondu (+5 appels),,,11
2019-02-03,Perdu,primary_residence,,partner5,84,Perdu contre autre banque,2019-08-05,,16
2019-01-27,Perdu,primary_residence,,partner5,114,Faux email & numéro,,,12
2019-01-12,Perdu,primary_residence,,partner5,51,N'a jamais répondu (+5 appels),,,20
2019-03-02,Perdu,primary_residence,VEFA,partner5,203,N'a jamais répondu (+5 appels),2019-03-13,,19
2019-01-20,Perdu,primary_residence,,partner5,233,Faux email & numéro,,,20
2019-02-07,Perdu,rental_investment,,partner5,118,N'a jamais répondu (+5 appels),2019-03-22,,11
2019-03-04,Perdu,primary_residence,new,partner5,153,N'a jamais répondu (+5 appels),2019-03-13,,19
2019-03-18,Perdu,primary_residence,VEFA,partner5,168,Projet en recherche / Projet lointain,2019-03-20,,17
2019-01-13,Perdu,primary_residence,,partner5,75,A répondu mais ne répond plus (+5 appels),2019-05-20,,13
2019-03-13,Perdu,primary_residence,VEFA,partner5,209,N'a jamais répondu (+5 appels),2019-03-28,,10
2019-02-05,Perdu,primary_residence,,partner5,244,Projet en recherche / Projet lointain,,,14
2019-03-27,Perdu,primary_residence,new,partner5,218,Perdu contre autre banque,2019-09-11,,15
2019-02-18,Perdu,primary_residence,VEFA,partner5,120,Projet en recherche / Projet lointain,,,18
2019-01-31,Perdu,primary_residence,,partner5,202,N'a jamais répondu (+5 appels),,,15
2019-03-18,Gagné,primary_residence,VEFA,partner5,193,,,1,14
2019-01-12,Perdu,rental_investment,,partner5,111,N'a jamais répondu (+5 appels),,,16
2019-02-14,Perdu,primary_residence,VEFA,partner5,132,Projet en recherche / Projet lointain,2019-07-23,,13
2019-03-14,Perdu,primary_residence,VEFA,partner5,230,Projet en recherche / Projet lointain,2019-03-20,,19
2019-03-07,Perdu,primary_residence,new,partner5,150,N'a jamais répondu (+5 appels),2019-04-11,,11
2019-02-21,Perdu,primary_residence,new,partner5,141,Doublon,,,18
2019-01-01,Perdu,primary_residence,,partner5,219,A répondu mais ne répond plus (+5 appels),,,20
2019-03-27,Perdu,primary_residence,VEFA,partner5,92,Projet arrêté,2019-07-15,,10
2019-01-02,Perdu,primary_residence,,partner5,250,Projet en recherche / Projet lointain,2019-07-23,,18
2019-01-25,Perdu,primary_residence,,partner6,143,Perdu contre autre banque,,,
2019-02-05,Perdu,primary_residence,,partner6,109,N'a jamais répondu (+5 appels),,,
2019-02-22,Perdu,primary_residence,,partner6,77,Faux email & numéro,,,
2019-01-02,Perdu,primary_residence,,partner6,205,Faux email & numéro,,,
2019-01-10,Perdu,rental_investment,,partner6,65,Faux email & numéro,,,
2019-02-14,Perdu,primary_residence,,partner6,233,N'a jamais répondu (+5 appels),,,
2019-03-20,Perdu,primary_residence,old,partner7,203,N'a jamais répondu (+5 appels),2019-06-24,,13
2019-03-13,Perdu,primary_residence,old,partner7,142,N'a jamais répondu (+5 appels),2019-03-28,,11
2019-03-09,Perdu,primary_residence,old,partner7,91,Projet arrêté,2019-09-25,,18
2019-03-28,Perdu,primary_residence,old,partner7,94,Projet arrêté,2019-04-03,,18
2019-03-18,Gagné,rental_investment,construction,partner7,160,,,1,15
2019-03-28,Perdu,primary_residence,old,partner8,246,Dossier non finançable,2019-04-08,,28
2019-03-27,Perdu,primary_residence,old,partner8,209,Perdu contre autre banque,2019-04-08,,37
2019-03-26,Perdu,primary_residence,old,partner8,234,N'a jamais répondu (+5 appels),2019-04-29,,28
2019-03-29,Perdu,primary_residence,old,partner8,124,Faux email & numéro,2019-10-02,,23
2019-03-29,Perdu,primary_residence,old,partner8,206,N'a jamais répondu (+5 appels),2019-04-23,,33
2019-03-28,Perdu,primary_residence,old,partner8,80,Projet arrêté,2019-04-05,,20
2019-03-28,Perdu,rental_investment,old,partner8,203,Dossier non finançable,2019-04-18,,25
2019-03-27,Perdu,primary_residence,old,partner8,78,Projet en recherche / Projet lointain,2019-04-02,,28
2019-03-13,Perdu,primary_residence,old,partner8,183,Test,2019-04-02,,34
2019-03-29,Gagné,rental_investment,old,partner8,89,,,1,35
2019-03-28,Perdu,primary_residence,old,partner8,69,N'a jamais répondu (+5 appels),2019-04-29,,32
2019-03-29,Perdu,primary_residence,land_construction,partner8,158,N'a jamais répondu (+5 appels),2019-04-12,,26
2019-03-29,Perdu,primary_residence,land_construction,partner8,56,Perdu contre autre courtier,2019-04-04,,24
2019-02-22,Perdu,primary_residence,old,partner9,102,Dossier non finançable,2019-06-03,,5
2019-03-17,Gagné,primary_residence,old,partner9,161,,,1,20
2019-02-14,Perdu,primary_residence,old,partner9,174,Projet en recherche / Projet lointain,2019-09-11,,5
2019-03-11,Perdu,rental_investment,old,partner9,155,Projet arrêté,2019-06-12,,5
2019-01-08,Perdu,primary_residence,,partner9,133,Perdu contre autre courtier,,,5
2019-02-22,Perdu,primary_residence,,partner9,244,A répondu mais ne répond plus (+5 appels),2019-04-01,,5
2019-02-15,Perdu,rental_investment,,partner9,211,Test,2019-04-03,,5
2019-03-28,Perdu,primary_residence,old,partner9,218,Projet arrêté,2019-07-17,,5
2019-02-17,Perdu,primary_residence,,partner9,167,Faux email & numéro,2019-03-22,,5
2019-03-25,Perdu,primary_residence,VEFA,partner2,198,Projet arrêté,2019-03-28,,
2019-02-21,Perdu,secondary_residence,,partner2,219,Perdu contre autre banque,2019-03-05,,
2019-03-26,Perdu,primary_residence,old,partner2,181,Perdu contre autre banque,2019-09-25,,
2019-01-03,Perdu,primary_residence,old,partner2,216,Perdu contre autre banque,2019-07-09,,
2019-03-24,Perdu,primary_residence,old,partner2,85,Perdu contre autre banque,2019-03-26,,
2019-03-06,Perdu,primary_residence,VEFA,partner2,85,N'a jamais répondu (+5 appels),,,
2019-01-08,Perdu,primary_residence,,partner2,60,Projet en recherche / Projet lointain,2019-04-08,,
2019-03-15,Perdu,primary_residence,old,partner2,122,N'a jamais répondu (+5 appels),2019-08-05,,
2019-02-06,Perdu,rental_investment,,partner2,71,Projet arrêté,,,
2019-01-11,Perdu,primary_residence,old,partner2,107,Dossier non finançable,2019-05-15,,
2019-01-18,Perdu,primary_residence,,partner2,208,Dossier non finançable,,,
2019-02-18,Perdu,primary_residence,,partner2,151,Perdu contre autre banque,2019-03-27,,
2019-01-06,Perdu,primary_residence,,partner2,167,Perdu contre autre banque,,,
2019-03-16,Perdu,primary_residence,VEFA,partner2,232,Projet en recherche / Projet lointain,2019-05-03,,
2019-01-03,Perdu,primary_residence,,partner2,171,Perdu contre autre courtier,,,
2019-01-30,Perdu,rental_investment,,partner2,230,Perdu contre autre courtier,,,
2019-01-02,Perdu,primary_residence,,partner2,127,Perdu contre autre banque,,,
2019-02-01,Perdu,primary_residence,old,partner2,248,A répondu mais ne répond plus (+5 appels),2019-07-23,,
2019-03-17,Gagné,primary_residence,old,partner2,75,,,1,
2019-03-25,Gagné,primary_residence,old,partner2,146,,,1,
2019-03-02,Gagné,primary_residence,old,partner2,210,,,1,
2019-01-24,Perdu,primary_residence,,partner2,186,Dossier non finançable,,,
2019-03-13,Gagné,rental_investment,old,partner2,85,,,1,
2019-01-18,Perdu,rental_investment,,partner2,70,Dossier non finançable,,,
2019-02-20,Perdu,primary_residence,,partner2,77,Test,2019-03-22,,
2019-02-23,Perdu,primary_residence,,partner2,133,A répondu mais ne répond plus (+5 appels),2019-03-13,,
2019-03-14,Perdu,rental_investment,old,partner2,171,,2019-03-27,,
2019-01-25,Perdu,primary_residence,,partner2,108,Projet arrêté,2019-07-17,,
2019-01-30,Perdu,primary_residence,,partner2,56,Dossier non finançable,,,
2019-02-24,Perdu,primary_residence,new,partner2,107,N'a jamais répondu (+5 appels),2019-03-06,,
2019-02-18,Perdu,primary_residence,,partner2,205,N'a jamais répondu (+5 appels),,,
2019-03-06,Perdu,primary_residence,old,partner2,177,N'a jamais répondu (+5 appels),2019-04-10,,
2019-01-31,Perdu,primary_residence,,partner2,240,Projet arrêté,2019-04-03,,
2019-02-18,Perdu,primary_residence,,partner2,70,Perdu contre autre banque,2019-03-12,,
2019-02-19,Perdu,primary_residence,,partner2,212,Perdu contre autre banque,2019-04-05,,
2019-01-14,Perdu,primary_residence,,partner2,150,Projet arrêté,2019-03-25,,
2019-03-03,Perdu,primary_residence,old,partner2,217,Projet en recherche / Projet lointain,2019-06-25,,
2019-02-21,Perdu,rental_investment,,partner2,227,Perdu contre autre banque,,,
2019-02-05,Perdu,secondary_residence,old,partner2,147,A répondu mais ne répond plus (+5 appels),2019-07-10,,
2019-03-11,Perdu,rental_investment,old,partner2,71,A répondu mais ne répond plus (+5 appels),2019-04-01,,
2019-02-19,Perdu,primary_residence,old,partner2,139,Projet arrêté,2019-04-29,,
2019-01-11,Perdu,primary_residence,,partner2,132,Perdu contre autre banque,,,
2019-02-25,Perdu,primary_residence,old,partner2,227,Perdu contre autre banque,2019-06-06,,
2019-01-18,Perdu,primary_residence,,partner2,63,Perdu contre autre courtier,,,
2019-01-07,Perdu,primary_residence,,partner2,172,N'a jamais répondu (+5 appels),,,
2019-02-05,Perdu,primary_residence,,partner2,154,Perdu contre autre courtier,,,
2019-01-31,Perdu,rental_investment,,partner2,229,Projet arrêté,,,
2019-01-18,Perdu,rental_investment,,partner2,172,Projet arrêté,,,
2019-01-28,Gagné,primary_residence,old,partner2,196,,,1,
2019-03-11,Perdu,primary_residence,old,partner2,191,Dossier non finançable,2019-03-15,,
2019-01-14,Perdu,primary_residence,,partner2,133,Perdu contre autre courtier,,,
2019-01-18,Perdu,rental_investment,,partner2,156,N'a jamais répondu (+5 appels),,,
2019-02-10,Perdu,primary_residence,old,partner2,204,Perdu contre autre banque,2019-07-05,,
2019-01-27,Perdu,primary_residence,old,partner2,112,Projet en recherche / Projet lointain,2019-07-23,,
2019-01-14,Perdu,primary_residence,,partner2,96,Projet en recherche / Projet lointain,2019-03-04,,
2019-03-16,Perdu,primary_residence,land_construction,partner2,67,Projet arrêté,2019-06-06,,
2019-01-17,Gagné,primary_residence,old,partner2,133,,,1,
2019-03-11,Perdu,primary_residence,old,partner2,143,Projet arrêté,2019-05-09,,
2019-02-02,Perdu,primary_residence,,partner2,177,Projet en recherche / Projet lointain,2019-05-13,,
2019-01-01,Perdu,primary_residence,,partner2,115,A répondu mais ne répond plus (+5 appels),,,
2019-02-14,Perdu,rental_investment,old,partner2,95,Dossier non finançable,2019-06-13,,
2019-01-06,Perdu,primary_residence,,partner2,97,Faux email & numéro,,,
2019-03-02,Perdu,primary_residence,old,partner2,114,Perdu contre autre banque,2019-04-02,,
2019-03-27,Perdu,rental_investment,old,partner2,169,Ne souhaite pas faire ce dossier,2019-09-26,,
2019-01-26,Perdu,primary_residence,,partner2,159,Projet en recherche / Projet lointain,2019-05-09,,
2019-03-02,Perdu,primary_residence,old,partner2,101,Perdu contre autre courtier,2019-04-10,,
2019-02-02,Gagné,primary_residence,old,partner2,169,,,1,
2019-02-07,Perdu,rental_investment,old,partner2,55,Dossier non finançable,2019-09-11,,
2019-01-05,Perdu,primary_residence,,partner2,76,Dossier non finançable,,,
2019-01-28,Perdu,primary_residence,,partner2,107,Projet en recherche / Projet lointain,,,
2019-02-17,Perdu,primary_residence,,partner2,144,Faux email & numéro,,,
2019-02-21,Perdu,primary_residence,,partner2,194,Ne souhaite pas faire ce dossier,,,
2019-01-11,Perdu,rental_investment,,partner2,245,Dossier non finançable,,,
2019-02-13,Perdu,primary_residence,,partner2,176,Perdu contre autre courtier,2019-03-21,,
2019-01-04,Perdu,primary_residence,,partner2,100,N'a jamais répondu (+5 appels),,,
2019-01-01,Perdu,primary_residence,,partner2,123,N'a jamais répondu (+5 appels),,,
2019-01-20,Perdu,primary_residence,,partner2,72,Projet en recherche / Projet lointain,,,
2019-02-14,Perdu,rental_investment,old,partner2,145,Projet en recherche / Projet lointain,2019-05-21,,
2019-02-11,Gagné,rental_investment,old,partner2,50,,,1,
2019-01-20,Perdu,primary_residence,,partner2,197,Perdu contre autre courtier,,,
2019-02-11,Perdu,rental_investment,,partner2,67,Projet en recherche / Projet lointain,2019-09-26,,
2019-02-18,Perdu,primary_residence,VEFA,partner2,117,Perdu contre autre banque,2019-04-29,,
2019-02-26,Perdu,primary_residence,old,partner2,162,Projet en recherche / Projet lointain,2019-05-06,,
2019-01-15,Perdu,primary_residence,,partner2,96,Projet arrêté,,,
2019-02-04,Perdu,primary_residence,,partner2,144,N'a jamais répondu (+5 appels),,,
2019-02-27,Perdu,rental_investment,old,partner2,232,Dossier non finançable,,,
2019-01-11,Perdu,primary_residence,,partner2,53,Perdu contre autre courtier,,,
2019-01-14,Perdu,primary_residence,,partner2,110,Ne souhaite pas faire ce dossier,,,
2019-02-14,Perdu,primary_residence,,partner2,223,Projet arrêté,2019-07-17,,
